element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
2,103,6,1,False,2024-11-10T16:30:00Z,1,1,11,False,9,0,0,0,0,0,0,0,0,0,0,0,1,0.8,1.0,0.0,0.2,0,0.00,0.00,0.00,0.04,68,-2957,97572,1427,4384
2,111,16,1,True,2024-11-23T15:00:00Z,3,0,12,False,90,0,0,1,0,0,0,0,1,0,0,0,1,6.6,26.7,12.0,4.5,1,0.15,0.05,0.20,0.33,68,-1577,98145,1879,3456
2,129,19,1,False,2024-11-30T17:30:00Z,2,5,13,False,16,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.7,6.0,0.7,0,0.05,0.00,0.05,0.74,68,-999,98296,1427,2426
2,131,14,0,True,2024-12-04T20:15:00Z,2,0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,68,-1117,98244,1489,2606
2,145,9,1,False,2024-12-08T14:00:00Z,1,1,15,False,16,0,0,0,0,0,0,0,0,0,0,0,5,2.2,0.0,0.0,0.2,0,0.00,0.00,0.00,0.00,68,-1350,97896,1265,2615
2,151,8,1,True,2024-12-14T15:00:00Z,0,0,16,False,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,13.0,1.2,0,0.15,0.02,0.17,0.00,68,-855,98617,1732,2587
2,163,7,16,False,2024-12-21T17:30:00Z,1,5,17,False,85,2,1,0,1,0,0,0,0,0,0,3,68,74.6,3.3,62.0,14.0,1,0.82,0.01,0.83,1.55,67,7278,107816,9720,2442
2,171,10,2,True,2024-12-27T20:15:00Z,1,0,18,False,71,0,0,1,0,0,0,0,0,0,0,0,4,7.4,17.8,2.0,2.7,1,0.00,0.10,0.10,0.02,68,678156,818191,685858,7702
2,182,4,12,False,2025-01-01T17:30:00Z,1,3,19,False,90,1,1,0,1,0,0,0,0,0,0,3,43,38.2,6.8,62.0,10.7,1,0.75,0.14,0.89,0.29,68,-32056,759564,68746,100802
2,193,5,2,False,2025-01-04T17:30:00Z,1,1,20,False,90,0,0,0,1,0,0,0,0,0,0,0,1,7.6,27.1,34.0,6.9,1,0.46,0.13,0.59,1.52,69,271858,1046339,354779,82921
2,201,18,0,True,2025-01-15T20:00:00Z,2,1,21,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,69,-482599,556311,54388,536987
2,211,2,0,True,2025-01-18T17:30:00Z,2,2,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,67,-305507,257199,304,305811
3,2,20,6,True,2024-08-17T14:00:00Z,2,0,1,False,90,0,0,1,0,0,0,0,0,0,0,0,22,13.8,1.4,8.0,2.3,1,0.12,0.02,0.14,0.47,60,0,1167503,0,0
3,11,2,6,False,2024-08-24T16:30:00Z,0,2,2,False,90,0,0,1,0,0,0,0,1,0,0,1,25,21.4,1.9,0.0,2.3,1,0.00,0.02,0.02,1.28,60,-25184,1248259,36723,61907
3,21,5,2,True,2024-08-31T11:30:00Z,1,1,3,False,90,0,0,0,1,0,0,0,0,0,0,0,17,20.8,20.8,9.0,5.1,1,0.12,0.01,0.13,1.83,60,853,1296327,86679,85826
3,39,18,15,False,2024-09-15T13:00:00Z,0,1,4,False,90,1,0,1,0,0,0,0,0,0,0,3,40,58.0,0.7,35.0,9.4,1,0.27,0.00,0.27,0.74,60,-115425,1208425,61041,176466
3,47,13,7,False,2024-09-22T15:30:00Z,2,2,5,False,90,1,0,0,2,0,0,0,0,0,0,0,15,56.6,0.8,40.0,9.7,1,0.49,0.01,0.50,2.16,60,131837,1375740,171534,39697
3,51,11,1,True,2024-09-28T14:00:00Z,4,2,6,False,90,0,0,0,2,0,0,0,0,0,0,0,7,19.6,7.3,57.0,8.4,1,0.27,0.05,0.32,0.32,61,1006599,2452527,1038827,32228
3,61,17,2,True,2024-10-05T14:00:00Z,3,1,7,False,90,0,0,0,1,0,0,0,0,0,0,0,5,4.6,3.7,16.0,2.4,1,0.20,0.04,0.24,0.65,62,328472,2805003,382083,53611
3,71,3,1,False,2024-10-19T16:30:00Z,2,0,8,False,90,0,0,0,2,0,0,0,0,0,0,0,5,21.6,1.1,5.0,2.8,1,0.02,0.00,0.02,1.82,62,128228,2960806,194032,65804
3,81,12,1,True,2024-10-27T16:30:00Z,2,2,9,False,53,0,0,0,1,0,0,0,0,0,0,0,7,4.4,0.7,0.0,0.5,1,0.00,0.00,0.00,0.39,63,-102913,2845807,112341,215254
3,96,15,2,False,2024-11-02T12:30:00Z,1,0,10,False,90,0,0,0,1,0,0,0,0,0,0,0,9,17.6,14.3,2.0,3.4,1,0.00,0.10,0.10,0.53,62,-434195,2413799,27273,461468
3,103,6,2,False,2024-11-10T16:30:00Z,1,1,11,False,90,0,0,0,1,0,0,0,0,0,0,0,14,21.6,12.0,4.0,3.8,1,0.00,0.23,0.23,1.28,62,-93428,2339528,39875,133303
3,111,16,6,True,2024-11-23T15:00:00Z,3,0,12,False,90,0,0,1,0,0,0,0,0,0,0,0,24,11.2,2.8,4.0,1.8,1,0.07,0.02,0.09,0.33,61,153769,2523518,224699,70930
3,129,19,9,False,2024-11-30T17:30:00Z,2,5,13,False,45,1,1,0,2,0,0,0,0,0,0,0,20,42.2,0.7,35.0,7.8,1,0.20,0.00,0.20,0.70,62,117627,2647421,193071,75444
3,131,14,0,True,2024-12-04T20:15:00Z,2,0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,62,139667,2790105,197417,57750
3,145,9,0,False,2024-12-08T14:00:00Z,1,1,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,62,-121694,2657917,79219,200913
3,151,8,9,True,2024-12-14T15:00:00Z,0,0,16,False,90,0,0,1,0,0,0,0,0,0,0,3,34,26.6,16.5,8.0,5.1,1,0.00,0.04,0.04,0.09,62,-266454,2403720,55731,322185
3,163,7,4,False,2024-12-21T17:30:00Z,1,5,17,False,90,0,1,0,1,0,0,0,1,0,0,0,13,22.2,10.9,17.0,5.0,1,0.39,0.01,0.40,1.59,62,271661,2712218,287586,15925
3,171,10,6,True,2024-12-27T20:15:00Z,1,0,18,False,90,0,0,1,0,0,0,0,0,0,0,0,21,21.4,17.3,11.0,5.0,1,0.27,0.05,0.32,0.16,63,291924,3025206,314433,22509
3,182,4,2,False,2025-01-01T17:30:00Z,1,3,19,False,90,0,0,0,1,0,0,0,0,0,0,0,12,18.8,17.1,0.0,3.6,1,0.00,0.31,0.31,0.29,63,128138,3148709,160775,32637
3,193,5,2,False,2025-01-04T17:30:00Z,1,1,20,False,90,0,0,0,1,0,0,0,0,0,0,0,9,10.2,2.2,0.0,1.2,1,0.00,0.01,0.01,1.52,64,72395,3233511,158836,86441
3,201,18,1,True,2025-01-15T20:00:00Z,2,1,21,False,90,0,0,0,1,0,0,0,1,0,0,0,6,21.8,1.7,5.0,2.9,1,0.03,0.01,0.04,0.78,64,-11890,3235076,101268,113158
3,211,2,1,True,2025-01-18T17:30:00Z,2,2,22,False,90,0,0,0,2,0,0,0,0,0,0,0,10,28.0,22.6,4.0,5.5,1,0.00,0.07,0.07,1.04,64,-18213,3226029,78306,96519
4,2,20,12,True,2024-08-17T14:00:00Z,2,0,1,False,90,1,1,1,0,0,0,0,0,0,0,3,48,54.8,24.1,46.0,12.5,1,0.45,0.04,0.49,0.47,80,0,1087445,0,0
4,11,2,2,False,2024-08-24T16:30:00Z,0,2,2,False,90,0,0,1,0,0,0,0,0,0,0,0,-2,0.0,6.1,15.0,2.0,1,0.21,0.03,0.24,1.28,81,285826,1638743,350954,65128
4,21,5,8,True,2024-08-31T11:30:00Z,1,1,3,False,90,1,0,0,1,0,0,0,0,0,0,2,34,47.0,24.8,30.0,10.2,1,0.77,0.05,0.82,1.83,81,63441,1755160,307787,244346
4,39,18,2,False,2024-09-15T13:00:00Z,0,1,4,False,90,0,0,1,0,0,0,0,0,0,0,0,9,19.2,5.4,36.0,6.1,1,0.14,0.00,0.14,0.74,81,-8676,1804099,301692,310368
4,47,13,2,False,2024-09-22T15:30:00Z,2,2,5,False,90,0,0,0,2,0,0,0,0,0,0,0,8,15.0,0.0,17.0,3.2,1,0.06,0.00,0.06,2.16,81,-82509,1733362,108350,190859
4,51,11,6,True,2024-09-28T14:00:00Z,4,2,6,False,90,1,0,0,2,0,0,0,0,0,0,0,25,35.6,8.5,100.0,14.4,1,1.89,0.04,1.93,0.32,82,201708,1961057,419703,217995
4,61,17,8,True,2024-10-05T14:00:00Z,3,1,7,False,90,1,0,0,1,0,0,0,0,0,0,2,34,37.6,14.9,82.0,13.5,1,0.77,0.04,0.81,0.65,82,177244,2162410,293506,116262
4,71,3,2,False,2024-10-19T16:30:00Z,2,0,8,False,90,0,0,0,2,0,0,0,0,0,0,0,4,3.6,3.3,10.0,1.7,1,0.04,0.02,0.06,1.82,83,-176824,1980343,105725,282549
4,81,12,2,True,2024-10-27T16:30:00Z,2,2,9,False,90,0,0,0,2,0,0,0,0,0,0,0,3,4.4,25.3,17.0,4.7,1,0.17,0.47,0.64,0.85,82,-214525,1768961,30424,244949
4,96,15,1,False,2024-11-02T12:30:00Z,1,0,10,False,90,0,0,0,1,0,0,0,1,0,0,0,4,5.6,11.8,4.0,2.1,1,0.00,0.42,0.42,0.53,81,-158755,1625586,45811,204566
4,103,6,1,False,2024-11-10T16:30:00Z,1,1,11,False,90,0,0,0,1,0,0,0,1,0,0,0,2,12.0,13.2,2.0,2.7,1,0.00,0.01,0.01,1.28,80,-367479,1257354,10408,377887
4,111,16,0,True,2024-11-23T15:00:00Z,3,0,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,80,-64725,1208258,48399,113124
4,129,19,6,False,2024-11-30T17:30:00Z,2,5,13,False,90,1,0,0,2,0,0,0,0,0,0,0,28,31.4,4.7,24.0,6.0,1,0.66,0.01,0.67,1.54,79,-103897,1106101,20558,124455
4,131,14,2,True,2024-12-04T20:15:00Z,2,0,14,False,90,0,0,1,0,0,0,0,0,0,0,0,2,4.8,3.1,35.0,4.3,1,0.25,0.02,0.27,0.22,79,5371,1117383,53435,48064
4,145,9,5,False,2024-12-08T14:00:00Z,1,1,15,False,73,0,1,0,1,0,0,0,0,0,0,0,9,9.8,14.8,19.0,4.4,1,0.34,0.01,0.35,0.16,79,-14556,1105305,38362,52918
4,151,8,2,True,2024-12-14T15:00:00Z,0,0,16,False,90,0,0,1,0,0,0,0,0,0,0,0,8,7.0,26.0,23.0,5.6,1,0.06,0.09,0.15,0.09,79,17625,1129192,65418,47793
4,163,7,6,False,2024-12-21T17:30:00Z,1,5,17,False,57,1,0,0,1,0,0,0,0,0,0,1,34,42.4,13.2,37.0,9.3,1,0.88,0.01,0.89,1.53,79,-57800,1072157,19774,77574
4,171,10,7,True,2024-12-27T20:15:00Z,1,0,18,False,90,1,0,1,0,0,0,0,1,0,0,2,33,42.0,21.0,62.0,12.5,1,1.08,0.08,1.16,0.16,79,39449,1119308,93259,53810
4,182,4,0,False,2025-01-01T17:30:00Z,1,3,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,79,24677,1144511,67743,43066
4,193,5,0,False,2025-01-04T17:30:00Z,1,1,20,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,79,-128490,1013787,35788,164278
4,201,18,1,True,2025-01-15T20:00:00Z,2,1,21,False,90,0,0,0,1,0,0,0,1,0,0,0,-8,0.0,3.3,47.0,5.0,1,0.40,0.01,0.41,0.78,78,-90975,927592,23441,114416
4,211,2,7,True,2025-01-18T17:30:00Z,2,2,22,False,90,1,0,0,2,0,0,0,0,0,0,1,27,32.2,17.4,24.0,7.4,1,0.20,0.03,0.23,1.04,78,-54128,876123,12760,66888
6,2,20,1,True,2024-08-17T14:00:00Z,2,0,1,False,21,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.8,8.0,0.8,0,0.02,0.01,0.03,0.15,55,0,73714,0,0
6,11,2,6,False,2024-08-24T16:30:00Z,0,2,2,False,78,0,0,1,0,0,0,0,0,0,0,0,24,3.4,4.7,2.0,1.0,1,0.00,0.01,0.01,1.12,55,-7683,77673,4299,11982
6,21,5,1,True,2024-08-31T11:30:00Z,1,1,3,False,79,0,0,0,1,0,0,0,1,0,0,0,3,12.8,10.6,4.0,2.7,1,0.00,0.02,0.02,1.55,55,14520,102931,28883,14363
6,39,18,5,False,2024-09-15T13:00:00Z,0,1,4,False,90,0,0,1,0,0,0,0,1,0,0,0,20,13.4,1.1,7.0,2.2,1,0.05,0.01,0.06,0.74,55,-76,106693,18538,18614
6,47,13,2,False,2024-09-22T15:30:00Z,2,2,5,False,90,0,0,0,1,0,0,0,0,0,0,0,3,12.0,0.0,0.0,1.2,1,0.00,0.00,0.00,1.68,55,13706,124508,23432,9726
6,51,11,4,True,2024-09-28T14:00:00Z,4,2,6,False,90,0,1,0,2,0,0,0,0,0,0,0,25,45.6,82.8,11.0,13.9,1,0.21,0.12,0.33,0.32,55,48216,177548,71786,23570
6,61,17,0,True,2024-10-05T14:00:00Z,3,1,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,30152,211295,60564,30412
6,71,3,0,False,2024-10-19T16:30:00Z,2,0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-38435,170817,2736,41171
6,81,12,2,True,2024-10-27T16:30:00Z,2,2,9,False,75,0,0,0,1,0,0,0,0,0,0,0,4,14.8,11.6,2.0,2.8,1,0.00,0.02,0.02,0.54,55,-33099,138466,809,33908
6,96,15,1,False,2024-11-02T12:30:00Z,1,0,10,False,70,0,0,0,1,0,0,0,1,0,0,0,5,3.4,14.0,7.0,2.4,1,0.04,0.11,0.15,0.48,55,3402,144967,17690,14288
6,103,6,2,False,2024-11-10T16:30:00Z,1,1,11,False,90,0,0,0,1,0,0,0,0,0,0,0,3,12.0,1.5,1.0,1.5,1,0.04,0.01,0.05,1.28,55,-5918,139504,7533,13451
6,111,16,6,True,2024-11-23T15:00:00Z,3,0,12,False,87,0,0,1,0,0,0,0,0,0,0,0,25,4.4,22.8,10.0,3.7,1,0.05,0.05,0.10,0.27,55,45195,190060,54099,8904
6,129,19,1,False,2024-11-30T17:30:00Z,2,5,13,False,90,0,0,0,2,0,0,0,0,0,0,0,5,10.6,1.8,44.0,5.6,1,0.10,0.01,0.11,1.54,55,89241,283945,97434,8193
6,131,14,14,True,2024-12-04T20:15:00Z,2,0,14,False,90,1,0,1,0,0,0,0,0,0,0,2,39,36.4,2.9,39.0,7.8,1,0.16,0.06,0.22,0.22,55,23226,304887,39599,16373
6,145,9,2,False,2024-12-08T14:00:00Z,1,1,15,False,90,0,0,0,1,0,0,0,0,0,0,0,9,9.2,14.2,4.0,2.7,1,0.00,0.03,0.03,0.16,56,246232,573692,252312,6080
6,151,8,6,True,2024-12-14T15:00:00Z,0,0,16,False,90,0,0,1,0,0,0,0,0,0,0,0,20,11.0,6.4,14.0,3.1,1,0.00,0.31,0.31,0.09,57,195691,763230,215861,20170
6,163,7,1,False,2024-12-21T17:30:00Z,1,5,17,False,85,0,0,0,1,0,0,0,1,0,0,0,6,7.0,2.7,4.0,1.4,1,0.00,0.02,0.02,1.55,57,74387,839136,103006,28619
6,171,10,9,True,2024-12-27T20:15:00Z,1,0,18,False,90,0,0,1,0,0,0,0,0,0,0,3,34,22.0,7.5,9.0,3.9,1,0.04,0.04,0.08,0.16,57,10124,851032,56295,46171
6,182,4,1,False,2025-01-01T17:30:00Z,1,3,19,False,90,0,0,0,1,0,0,0,1,0,0,0,8,18.0,22.9,4.0,4.5,1,0.00,0.11,0.11,0.29,57,24968,878835,55486,30518
6,193,5,0,False,2025-01-04T17:30:00Z,1,1,20,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,57,-215865,656551,35909,251774
6,201,18,2,True,2025-01-15T20:00:00Z,2,1,21,False,90,0,0,0,1,0,0,0,0,0,0,0,10,10.2,3.7,2.0,1.6,1,0.00,0.04,0.04,0.78,57,-78098,587074,17317,95415
6,211,2,1,True,2025-01-18T17:30:00Z,2,2,22,False,90,0,0,0,2,0,0,0,0,0,0,0,8,10.6,2.8,0.0,1.3,1,0.00,0.01,0.01,1.04,57,-33991,556204,11750,45741
7,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,25861,0,0
7,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-4149,28506,2615,6764
7,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-3634,27279,3276,6910
7,39,18,2,False,2024-09-15T13:00:00Z,0,1,4,False,90,0,0,1,0,0,0,0,1,0,0,0,0,0.4,1.8,0.0,0.2,1,0.00,0.00,0.00,0.74,49,-982,28424,4753,5735
7,47,13,0,False,2024-09-22T15:30:00Z,2,2,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-91,29155,2335,2426
7,51,11,0,True,2024-09-28T14:00:00Z,4,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-1446,28147,1712,3158
7,61,17,2,True,2024-10-05T14:00:00Z,3,1,7,False,60,0,0,0,1,0,0,0,0,0,0,0,17,4.0,19.5,1.0,2.5,1,0.04,0.14,0.18,0.32,49,-1641,26952,1256,2897
7,71,3,0,False,2024-10-19T16:30:00Z,2,0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-353,27223,1293,1646
7,81,12,0,True,2024-10-27T16:30:00Z,2,2,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-624,26831,699,1323
7,96,15,0,False,2024-11-02T12:30:00Z,1,0,10,False,4,0,0,0,0,0,0,0,1,0,0,0,-1,0.0,0.3,0.0,0.0,0,0.00,0.01,0.01,0.04,48,-724,26406,784,1508
7,103,6,0,False,2024-11-10T16:30:00Z,1,1,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-1047,25557,384,1431
7,111,16,0,True,2024-11-23T15:00:00Z,3,0,12,False,45,0,0,0,0,0,0,0,1,0,0,0,3,0.0,13.4,0.0,1.3,1,0.00,0.09,0.09,0.12,48,-583,25265,518,1101
7,129,19,2,False,2024-11-30T17:30:00Z,2,5,13,False,90,0,0,0,2,0,0,0,0,0,0,0,15,12.2,3.6,2.0,1.8,1,0.00,0.01,0.01,1.54,47,-404,25012,456,860
7,131,14,1,True,2024-12-04T20:15:00Z,2,0,14,False,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0.00,0.00,0.00,0.00,47,357,25611,1183,826
7,145,9,2,False,2024-12-08T14:00:00Z,1,1,15,False,73,0,0,0,1,0,0,0,0,0,0,0,17,10.4,6.7,0.0,1.7,1,0.00,0.04,0.04,0.16,47,-46,25660,843,889
7,151,8,1,True,2024-12-14T15:00:00Z,0,0,16,False,28,0,0,0,0,0,0,0,0,0,0,0,9,3.6,4.5,0.0,0.8,0,0.00,0.02,0.02,0.00,47,455,26423,1388,933
7,163,7,0,False,2024-12-21T17:30:00Z,1,5,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-310,26258,745,1055
7,171,10,0,True,2024-12-27T20:15:00Z,1,0,18,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-522,25895,808,1330
7,182,4,1,False,2025-01-01T17:30:00Z,1,3,19,False,2,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.0,0.0,0.1,0,0.00,0.00,0.00,0.00,47,-420,25599,560,980
7,193,5,2,False,2025-01-04T17:30:00Z,1,1,20,False,63,0,0,0,1,0,0,0,0,0,0,0,16,4.4,14.6,0.0,1.9,1,0.00,0.16,0.16,1.35,47,-273,25497,786,1059
7,201,18,0,True,2025-01-15T20:00:00Z,2,1,21,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-134,25610,983,1117
7,211,2,0,True,2025-01-18T17:30:00Z,2,2,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-212,25502,472,684
